# -- benchmark `v50_e10to2500` created -- 
# id, v_nb, e_nb, deg, algo_id, nb_threads, distance, time
# Algo_id are:
# - DIJSKTRA
# - BELLMAN
# - BELLMAN_PAR
# - MATRIX
# - MATRIX_MEM
# - MATRIX_PAR
# -- benchmark_Vfixe(10,50,10,2500,3,10) -- 
89650, 50, 10, 0.200, 0, 3, 8, 0.00000100
89650, 50, 10, 0.200, 1, 3, 8, 0.00000100
89650, 50, 10, 0.200, 2, 3, 8, 0.00000200
89650, 50, 10, 0.200, 3, 3, 8, 0.00052400
89650, 50, 10, 0.200, 4, 3, 8, 0.00097100
89650, 50, 10, 0.200, 5, 3, 8, 0.00080000
89650, 50, 10, 0.200, 0, 3, 8, 0.00000100
89650, 50, 10, 0.200, 1, 3, 8, 0.00000100
89650, 50, 10, 0.200, 2, 3, 8, 0.00000100
89650, 50, 10, 0.200, 3, 3, 8, 0.00048200
89650, 50, 10, 0.200, 4, 3, 8, 0.00102900
89650, 50, 10, 0.200, 5, 3, 8, 0.00080200
89650, 50, 10, 0.200, 0, 3, 8, 0.00000100
89650, 50, 10, 0.200, 1, 3, 8, 0.00000100
89650, 50, 10, 0.200, 2, 3, 8, 0.00000200
89650, 50, 10, 0.200, 3, 3, 8, 0.00050700
89650, 50, 10, 0.200, 4, 3, 8, 0.00101000
89650, 50, 10, 0.200, 5, 3, 8, 0.00086300
89650, 50, 10, 0.200, 0, 3, 8, 0.00000200
89650, 50, 10, 0.200, 1, 3, 8, 0.00000100
89650, 50, 10, 0.200, 2, 3, 8, 0.00000200
89650, 50, 10, 0.200, 3, 3, 8, 0.00045600
89650, 50, 10, 0.200, 4, 3, 8, 0.00098900
89650, 50, 10, 0.200, 5, 3, 8, 0.00080200
89650, 50, 10, 0.200, 0, 3, 8, 0.00000100
89650, 50, 10, 0.200, 1, 3, 8, 0.00000100
89650, 50, 10, 0.200, 2, 3, 8, 0.00000200
89650, 50, 10, 0.200, 3, 3, 8, 0.00048700
89650, 50, 10, 0.200, 4, 3, 8, 0.00106900
89650, 50, 10, 0.200, 5, 3, 8, 0.00080200
89650, 50, 10, 0.200, 0, 3, 8, 0.00000100
89650, 50, 10, 0.200, 1, 3, 8, 0.00000100
89650, 50, 10, 0.200, 2, 3, 8, 0.00000200
89650, 50, 10, 0.200, 3, 3, 8, 0.00049600
89650, 50, 10, 0.200, 4, 3, 8, 0.00097100
89650, 50, 10, 0.200, 5, 3, 8, 0.00080200
89650, 50, 10, 0.200, 0, 3, 8, 0.00000200
89650, 50, 10, 0.200, 1, 3, 8, 0.00000100
89650, 50, 10, 0.200, 2, 3, 8, 0.00000200
89650, 50, 10, 0.200, 3, 3, 8, 0.00058700
89650, 50, 10, 0.200, 4, 3, 8, 0.00097100
89650, 50, 10, 0.200, 5, 3, 8, 0.00080200
89650, 50, 10, 0.200, 0, 3, 8, 0.00000100
89650, 50, 10, 0.200, 1, 3, 8, 0.00000100
89650, 50, 10, 0.200, 2, 3, 8, 0.00000200
89650, 50, 10, 0.200, 3, 3, 8, 0.00049600
89650, 50, 10, 0.200, 4, 3, 8, 0.00103700
89650, 50, 10, 0.200, 5, 3, 8, 0.00080200
89650, 50, 10, 0.200, 0, 3, 8, 0.00000100
89650, 50, 10, 0.200, 1, 3, 8, 0.00000100
89650, 50, 10, 0.200, 2, 3, 8, 0.00000200
89650, 50, 10, 0.200, 3, 3, 8, 0.00051000
89650, 50, 10, 0.200, 4, 3, 8, 0.00097200
89650, 50, 10, 0.200, 5, 3, 8, 0.00080000
